Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,Date of finalisation of the Information Systems and Information and Communication Technology Business Continuity Plan,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,2024/03/31,,The draft IS/ICT Business Continuity Plan was finalised and distributed for final inputs.,"Target not achieved.

The Business Continuity Plan impact analysis had to be consulted to incorporate compliance and risk requirements.
","The approval of the Draft Information Systems and Information and Communication Technology Business Continuity Plan has been prioritised in the 2024/25 financial year. The SAPS Backup Policy, 4 of 2023 and the Downtime Policy, 3 of 2023 has been approved, in order to standardise data centre processes.","The draft IS/
ICT Business
Continuity Plan
was finalised and
distributed for
final inputs.",,,,,,,,,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,Number of new mobile contacts points procured,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,15,,15,Target achieved.,Not applicable,15,,,,,,,,,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,"Number of new police stations  established, as per the SAPS Infrastructure Development Programme",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,2,,2,Target achieved.,Not applicable,2,,,,,,,,,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,Number of new SAPS Act recruits enlisted annually,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,10 000 by 31 March 2024,,10 018,"Target achieved.

Additional trainees were enlisted to compensate for any potential losses that may have transpired throughout the training period.
",Not applicable,10 018,,,,,,,,,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Annually,Percentage of planned forensic investigations finalised,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,100%,,25% (1 from a total of 4).,"Target not achieved.

Six investigations were planned for. Two projects could not be finalised due to the extended scope of investigations. One project could not be finalised due to the late approval of co-sourcing. Two projects were deferred.
","As the scope of some forensic investigations is expanded, the number of such investigations that are expected to be completed within a financial year has decreased in 2024/25, as their completion generally takes longer than a year. Additionally, the status of forensic investigations will be monitored on a monthly basis.",25% (1 from a total of 4).,,,,,,,,,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of Closed Circuit Television (CCTV) systems implemented at identified sites,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",10 sites,23 sites,21 sites,49 sites,33 sites,85 sites,45 sites,100 sites,45 sites,-,100,"Target achieved.

Positive response to SAPS requests.

The weekly monitoring of projects played a significant role in ensuring the timely completion of the planned sites.

Of the 57 roll-over sites from the previous financial year 2022/23 a total of 46 sites have been completed.
",Not applicable,100,"Overperformance is attributable to suppliers who responded positively to SAPS requests for quotations and orders issued by the end of March 2023. The hands-on approach of SAPS personnel in the provinces, which ensured that suppliers expedited the implementation and commissioning of the prioritised sites, also contributed to the overperformance. In addition, 11 of the 57 roll-over sites from the previous financial year 2022/23 were completed.",Not applicable,"Suppliers responded positively to SAPS requests for quotations. The weekly monitoring of the projects contributed to ensuring that sites are completed as planned. From the 45 planned sites for the 2023/24 financial year, 23 sites were completed in quarter 1 and 26 sites in quarter 2. In addition, 13 roll-over sites were completed in quarter 2. Of the 57 roll-over sites from the previous financial year 2022/23, a total of 24 sites have been completed. ",Not applicable,"Supplier overperformance resulting from positive responses to SAPS requests. The weekly monitoring of the projects played a significant role in ensuring the timely completion of the planned sites. Quarter 1 saw the completion of 23 of the 45 planned sites for the 2023/24 financial year. Quarter 2 saw the completion of 26 sites and quarter 3 saw the completion of 36 sites. A total number of 11 roll-over sites were also completed during the first quarter, followed by 14 in the second and 12 in the third quarters. A total of 37 out of the 57 roll-over sites from the previous financial year (2022/23) have been finalised.",Not applicable,"Supplier overperformance resulting from positive responses to SAPS requests. The weekly monitoring of the projects played a significant role in ensuring the timely completion of the planned sites. Quarter 1 saw the completion of 23 of the 45 planned sites for the 2023/24 financial year, 26 sites in quarter 2, 37 sites in quarter 3 and 14 sites in quarter 4. A total number of 11 roll-over sites were also completed during the first quarter, followed by 14 in the second, 12 in the third and nine in the fourth quarters. A total of 46 out of the 57 roll-over sites from the previous financial year (2022/23) have been finalised.",Not applicable,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of identified  National Network Communication Infrastructure sites modernised and implemented,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",20 WAN sites,34 WAN sites,55 WAN sites,95 WAN sites,90 WAN sites,146 WAN sites,120 WAN sites,191 WAN sites,120 WAN sites,-,191,"Target achieved.

More sites were modernised due to the appointment of service contractors for installations and the delivery of equipment to respective provinces.
",Not applicable,191,"Due to the appointment of service contractors for installations and the delivery of equipment to respective provinces, more sites were modernised.",Not applicable,"More sites were modernised due to the appointment of service contractors for installations and the delivery of equipment to respective provinces. From the 120 planned sites for the 2023/24 financial year, 34 sites were modernised in quarter 1 and 61 sites in quarter 2. ",Not applicable,"More sites were modernised due to the appointment of service contractors for installations and the delivery of equipment to respective provinces. A total of 34 sites out of 120 that were planned for modernisation during the 2023/24 financial year were completed in the first quarter, followed by 63 sites in the second quarter and 49 sites in the third quarter. ",Not applicable,"More sites were modernised due to the appointment of service contractors for installations and the delivery of equipment to respective provinces. A total of 34 sites out of 120 that were planned for modernisation during the 2023/24 financial year were completed in the first quarter, followed by 63 sites in the second quarter, 49 sites in the third quarter and 45 in the fourth quarter. ",Not applicable,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of incidents of unauthorised expenditure,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",Zero incidents ,Zero incidents ,Zero incidents ,Zero incidents,Zero incidents ,Zero incidents,Zero incidents ,Zero incidents ,Zero incidents ,-,Zero incidents,Target achieved.,Not applicable,Zero incident.,Not applicable ,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of SAPS-owned firearms confirmed as stolen/lost,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",163,221,326,370,489,562,652,741,Reduce to 652 (10%),-,741,"Target not achieved.

The Department has implemented several measures to reduce firearm losses, including providing members with safes and retention cords. Despite these efforts, the rise in robberies in townships and other areas, as well as incidents of housebreaking, vehicle theft, and personal theft, contribute to ongoing losses. Given the nature of police work, the risk of firearm loss is ever-present. It is the responsibility of each member to safeguard their issued firearm, following the preventive measures established by the department. Unfortunately, instances of firearm loss due to member negligence do occur, but every loss is thoroughly investigated regardless of the circumstances. Preventing firearm losses remains a top priority for the Department.",Every loss is thoroughly investigated regardless of the circumstances.,741,"The escalation of robbery in a township or other place, as well as housebreaking (property locked), negligence of members, theft from a dwelling, and loss from person.","The bar coding and marking of all SAPS-owned firearms with the SAPS emblem, IBIS testing to create firearm profiles, biannual inspections, the issuing of safes to members for the safekeeping of firearms, the issuing of retention cords, daily parade inspections, control over and the safekeeping of firearms not under the direct and physical control of a member and inspections by designated supply chain personnel are all measures taken to prevent the loss of SAPS-owned firearms.","The escalation of robbery in a township or other place, as well as housebreaking (property locked), negligence of members, theft from a dwelling and loss from person.",Implementation of relevant legislative requirements when incidents of lost firearms materialise. Official communication to provincial and divisional offices on the loss of firearms and follow-up monitoring letters. Biannual inspections and certification of all official firearms. ,"The escalation of robbery in a township or other place, as well as housebreaking (property locked), negligence of members, theft from a dwelling and loss from person.","Measures taken to prevent the loss of SAPS-owned firearms, include the bar coding and the marking of all SAPS-owned firearms with the SAPS emblem, IBIS testing to create firearm profiles, biannual inspections, the issuing of safes to members for the safekeeping of firearms, the issuing of retention cords, daily parade inspections, control over and the safekeeping of firearms not under the direct and physical control of a member and inspections by Designated Supply Chain Management Armorers.","The escalation of robbery in a township or other place, as well as housebreaking (property locked), theft from a motor vehicle and loss from person.","Measures taken to prevent the loss of SAPS-owned firearms, include the bar coding and the marking of all SAPS-owned firearms with the SAPS emblem, IBIS testing to create firearm profiles, biannual inspections, the issuing of safes to members for the safekeeping of firearms, the issuing of retention cords, daily parade inspections, control over and the safekeeping of firearms not under the direct and physical control of a member and inspections by Designated Supply Chain Management Armorers.",262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage decrease in confirmed incidents of irregular expenditure,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","Decrease, by 72,25%","0% (4 confirmed incidents during the 1st quarter, in 2023/24, compared to 4 confirmed incidents during the same period, in 2022/23).","Decrease, by 72,25%","Increased, by 200% (three confirmed incidents during the 2nd quarter, in 2023/24, compared to one confirmed incident during the same period, in 2022/23).","Decrease, by 72,25%","Increased, by 300% (three confirmed incidents during the 3rd quarter, in 2023/24, compared to no confirmed incident during the same period, in 2022/23).                 ","Decrease, by 72,25%","Decreased, by 29,41% (12 confirmed incidents during the 4th Quarter, in 2023/24, compared to 17 confirmed incidents during the same period, in 2022/23).","Decrease, by 72,25%",-,"0% increase/decrease from 28 confirmed incidents, in 2022/23 to 28 in 2023/24.","Target not achieved.

The effectiveness of the National Intervention Road Show in curbing irregular expenditure within the SAPS is apparent. Moving forward, the Supply Chain Management Division commits to ongoing collaboration with all divisions and provinces. Furthermore, the road show will focus on empowering newly appointed supply chain management practitioners in navigating the procurement landscape. The key aim is to support Provincial and Divisional Irregular Expenditure Committees in addressing and preventing irregular expenditure.
","Ongoing collaboration with all divisions and provinces, focusing on empowering new practitioners to navigate procurement and support Provincial and Divisional Irregular Expenditure Committees in addressing irregular expenditure.","0% increase/
decrease from
28 confirmed
incidents, in
2022/23 to 28, in 2023/24.",Non-compliance to prescripts.,A new round of National Intervention Road Show will be conducted after the finalisation of the Post Audit Action Plan with all the divisions and provinces with the primary objective of guiding the Provincial and Divisional Irregular Expenditure Committees and to finalise and prevent irregular spending.,"Despite the fact that the percentage increase is significant, only a small number of irregular expenditure incidents have been confirmed. 
",A national intervention road show will be conducted with all divisional and provincial personnel within the procurement environment with the primary objective of preventing incidences of irregular expenditure.,"Despite the fact that the percentage increase is significant, only a small number of irregular expenditure incidents have been confirmed.","A national intervention road show was conducted with all divisional and provincial personnel within the procurement environment with the primary objective of preventing incidences of irregular expenditure and remedial action was conducted by Procurement Policy Development to outline procurement prescripts, in order to prevent the reoccurrence of similar cases.","A total number of six cases, which were not identified during the 2023/24 financial year, were subsequently identified as irregular expenditure during the 4th quarter. Six cases were reported and confirmed during this quarter.","As it is evident that the National Intervention Road Show reduces cases of irregular expenditure within the SAPS, the Supply Chain Management Division will continue to consult with all divisions and provinces. Additionally, the road show will equip newly appointed supply chain management practitioners in the procurement environment with the primary objective of advising Provincial and Divisional Irregular Expenditure Committees to finalise and prevent irregular expenditure.",262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage decrease in value of fruitless and wasteful expenditure,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","Decrease, by 90%","Increased, by 565,78% (R31 658,78 during the 1st quarter, in 2023/24 compared to R4 755.27 during the 1st quarter, in 2022/23).","Decrease, by 90%","Increased, by 326,57% (R461 933 during the 2nd quarter, in 2023/24 compared to R108 289 during the 2nd quarter, in 2022/23.","Decrease, by 90%","Decreased, by 48,96% (R189 581 during the 3rd quarter, in 2023/24 compared to R371 435 during the 3rd quarter, in 2022/23.","Decrease, by 90%","Decreased, by 90,57% (R95 234.07 during the 4th quarter, in 2023/24 compared to R1 009 481.39 during the same period, in 2022/23).","Decrease, by 90%",-,"Decreased, by 43,92% from R1 492 816,86, in 2022/23 to R837 187.98, in 2023/24.","Target not achieved.

70% of the fruitless and wasteful expenditure incurred by cost centres was for license fee penalties. The piloting of a process for direct vehicle licensing at two cost centres yielded positive results. 

The implementation of consequence management enabled recoveries. 
",The process for direct vehicle licensing and the implementation of consequence management will be continued in the next financial year.,"Decreased, by
43,92% from
R1 492 816.86, in 2022/23 to
R837 187.98, in 2023/24.","Although instances of fruitless and wasteful spending have increased, their monetary value is minimal compared to departmental spending.
R26 364.20 or 83,28% of the confirmed fruitless and wasteful expenditure relates to penalties on vehicle licenses paid after the grace period from the following environments:
Mpumalanga - R26 202,20
KwaZulu-Natal - R162
Vehicle registration certificate:
KwaZulu-Natal - R2320
Wrong fuel:
Northern Cape - R1774,58
Locksmith:
Corporate Support - R1 200",The department is in a process of finding measures to prevent late payments by engaging with the Road Traffic Management Corporation to have an automated system that will assist with the vehicle license renewals.,The primary contributor to the deviation is the R57 193 in licence fee penalties levied in the province of Mpumalanga as a result of the decentralised function to renew license fees without training.,The agreement between the Department and the Road Traffic Management Corporation has been finalised and will be implemented before the end of the financial year to prevent any cost centres from incurring license renewal penalty fees.,"The primary contributor to the deviation is the R95 066 in licence fee penalties levied, as well as missed flights amounting to R63 165 with Mpumalanga, the Western Cape and Head Office being the main contributors.",The agreement between the Department and the Road Traffic Management Corporation has been finalised and will be implemented before the end of the financial year to prevent any cost centres from incurring license renewal penalty fees.,"The main factors influencing the deviation are licence fee penalties totalling R37 143.80, with the Eastern Cape and Mpumalanga contributing the most (R20 124.60 and R14 859.80, respectively), missed flights costing R38 263.64, primarily attributable to Human Resource Development (R12 351.04) and Operations (R16 750.08) and incorrect fuel accounting for R11 839.15 (Free State - R6 025.15).
The agreement between the Department and the Road Traffic Management Corporation (RTMC) has been finalised and piloted at Mobilization Support and the Mpumalanga Provincial Office for the application of motor vehicle licenses via the RTMC. A circular relating to the placement of fuel type stickers on vehicles was circulated to all employees, in October 2023. Recoveries for the 4th quarter amounted to R31 321,71. ",Not applicable,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of audits completed in terms of the Internal Audit Plan,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",7%,"24,41% (31 from a total of 127).",30%,"51,97% (66 from a total of 127).",60%,"75,81% (94 from a total of 124).",100%,"99,14% (115 from a total of 116).",100%,-,"99,14% (115 from a total of 116).","Target not achieved.

A total of 127 audits were planned. The SAPS Cost Containment Measures (lack of budget) led to the deferral of 10 audits and the cancellation of three audits. Two ad hoc requests were executed by the Gauteng Province and a Risk-Based and Compliance Audit at Head Office, resulting in the annual target being reduced from 129 to 116. One audit was not concluded within the prescribed timeframe, as a result of an expansion of the project scope to incorporate internal audit findings in preparation of AGSA readiness in the Mpumalanga Province.
",Enhancing audit project monitoring through the implementation of weekly progress inspections and the issuing of exception reports to senior management in order to facilitate corrective measures.,"99,14% (115 from a total of 116).","Two audits, the performance audit on the Annual Performance Plan, Annual Operational Plan and the Technical Indicator Description, as well as the Assurance Review on Procurement and Distribution of Vehicles performance audit, were delayed due to an extended period of illness, resignations and transfer of audit personnel. The Assurance Review on Management and Distribution of DNA Reports performance audit was delayed, as a result of the client's failure to submit requested information/documents. The audit was rescheduled to a different quarter and substituted with an audit that was originally scheduled for quarter two. Project 10 000 was completed on schedule, but the client requested that the report be presented to the Executive Committee, on 31 July 2023.",Not applicable,"After there was a shift in senior management, the component re-evaluated the project scope. ",Not applicable,"After there was a shift in senior management, the component re-evaluated the project scope. One audit was deferred to the 2024/25 financial year, due to the unavailability of documents from the client and four audits were cancelled, due to the SAPS cost containment measures, which resulted in the decreased target.",Not applicable,"A total of 127 audits were planned. The SAPS Cost Containment Measures (lack of budget) led to the deferral of eight audits and the cancellation of five audits. One ad hoc request was executed in the Gauteng Province, and the other a Risk-Based and Compliance Audit at Head Office, resulting in the annual target being reduced from 129 to 116. One audit was not concluded within the prescribed timeframe as a result of an expansion of the project scope to incorporate internal audit findings in preparation of AGSA readiness in the Mpumalanga Province.",Enhance monitoring of audit projects.,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of inspections executed in terms of the approved Inspection Plan,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",24% (77),"28,48% (88 from a total of 309).",57% (154),"59,55% (184 from a total of 309).",76% (232),"83,17% (257)",100% (309),100% (309),100% (309),-,100% (309),Target achieved.,Not applicable,100% (309),"A total of 11 emerging inspections (additional) were executed, based on service delivery requirements. According to the SAPS's approved organisational structure, the Provincial Inspectorate is under the command of the respective Provincial Commissioner, who can deploy provincial inspection teams as needed. The inspection of police stations contributing to high domestic violence and GBV-related service complaints, the inspection of police stations prior to an audit by the AGSA, tasks arising from Ministerial Imbizo's and PCoP oversight visits to address service delivery, etc., are examples of such emerging priorities.",Not applicable,"The number of inspections (184) conducted during the first semester exceeded the quarterly targets, which implies that the Inspectorate is on track to meet its annual cumulative inspections target of 309 for the 2023/24 financial year. The performance for the first semester was aligned with the approved tactical plans. In response to a directive from the Divisional Commissioner to expand the scope to accommodate additional inspections in relation to the current identified focus areas for the financial year, 40 additional inspections were conducted during the second quarter, in addition to the initial approved inspections that had been planned. In pursuance of Public Service month that was celebrated in September 2023, the Minister of Police has directed that nine additional police stations be visited by himself and Members of the Executive Council. The Inspectorate accompanied delegates during these visits and conducted nine Front Line Service Delivery inspections, in order to facilitate the aforementioned expectations, particularly in regards to the determination of service standards being met and the efficient use of public resources during the delivery of services.  These inspections were not part of Inspectorate's annual target. According to the SAPS's approved organisational structure, the Provincial Inspectorate is under the command of the respective Provincial Commissioner, who can deploy provincial inspection teams as needed. The inspection of police stations contributing to high domestic violence and GBV-related service complaints, the inspection of police stations prior to an audit by the AGSA, tasks arising from Ministerial Imbizo's and Portfolio Committee on Police oversight visits to address service delivery, etc., are examples of such emerging priorities.",Not applicable,"In order to broaden the scope of the currently identified focused areas for the 2023/24 financial year, 43 additional inspections were conducted in the third quarter beyond the initial approved inspections. (This variable is excluded from the calculations).
The Provincial Inspectorate operates under the command of the designated Provincial Commissioner, in accordance with the approved SAPS structure. The Provincial Commissioner has the authority to assign provincial inspection teams to address emergent priorities. Emerging priorities may include the inspection of police stations that receive a significant number of service complaints related to GBV and domestic violence, the inspection of police stations prior to an audit by the AGSA, and service delivery-related tasks resulting from the oversight visits of the PCoP and Ministerial Imbizo.",Not applicable,"In order to broaden the scope of the currently identified focus areas for the 2023/24 financial year, 127 additional inspections were executed beyond the initial approved inspections (this variable is excluded from the calculations).
The Provincial Inspectorate operates under the command of the designated Provincial Commissioner, in accordance with the approved SAPS structure. The Provincial Commissioner has the authority to assign provincial inspection teams to address emergent priorities. Emerging priorities may include the inspection of police stations that receive a significant number of service complaints related to GBV and domestic violence, the inspection of police stations prior to an audit by the AGSA, and service delivery-related tasks resulting from the oversight visits of the PCoP and Ministerial Imbizo. As required to address emergent priorities, the Minister of Police, Deputy Minister of Police, National Commissioner, or Divisional Commissioner: Inspectorate may also assign inspection teams (forms part of additional inspections executed).",Not applicable,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of IPID-related cases finalised within the prescribed timeframe,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","90% finalised, within 60 calendar days",100% (one case was finalised within the prescribed timeframe). A total number of two of the three cases placed on roll were still pending within 60 calendar days.,"90% finalised, within 60 calendar days","95,83% (23 from a total of 24 cases were finalised within the prescribed timeframe). A total number of 10 of the 34 cases that were placed on roll were still pending within 60 calendar days.","90% finalised, within 60 calendar days","93,55% (29 from a total of 31 cases were finalised within the prescribed timeframe). A total number of 16 of the 47 cases that were placed on roll were still pending within 60 calendar days.","90% finalised, within 60 calendar days","94,41% (169 fom a total of 179 cases were finalised within the prescribed time frame). A total number of 23 of the 202 cases that were placed on roll were still pending within 60 calendar days).","90% finalised, within 60 calendar days",-,"94,41% (169 from a total of 179). A total number of 23 cases were still pending within 60 calendar.","Target achieved.

Provincial visits, weekly monitoring and the implementation of an early warning system.
",Not applicable,"94,41% (169 from a total of 179). A total number of 23 cases were still pending within 60 calendar days.",The small number of cases placed on the roll.,Not applicable,Continuous monitoring and early warning reminders to provincial offices.,Not applicable,Continuous monitoring and early warning reminders to provincial offices.,Not applicable,Continuous monitoring and early warning reminders to provincial offices.,Not applicable,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of learners assessed and declared competent upon completion of specified training in Leadership and Management Development Programmes,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",97% of learners assessed and declared competent,100% (All 1 162 learners assessed were declared competent).,97% of learners assessed and declared competent,100% (All 750 learners that were assessed were declared competent).,97% of learners assessed and declared competent,"99,84% (632 learners were assessed and 631 were declared competent).",97% of learners assessed and declared competent,100% (All 477 learners assessed were declared competent).,97% of learners assessed and declared competent,-,"99,96% (A total number of 2 759 learners were assessed and 2 758 learners were declared competent).","Target achieved. 

Trainers devoted special attention to learners with learning difficulties, including additional lessons after hours and on weekends.

Mandatory study methods were implemented to assist learners with their study skills.
",Not applicable,"99,96% (A total
number of 2 759
learners were
assessed and
2 758 learners
were declared
competent).","Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of learners assessed and declared competent upon completion of specified training in prioritised training areas: Crime investigations,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",97% of learners assessed and declared competent,"99,82% (4 430 learners were assessed and 4 422 learners were declared competent).",97% of learners assessed and declared competent,"99,70% (2 989 learners were assessed and 2 980 learners were declared competent).",97% of learners assessed and declared competent,"99,96% (8 146 learners were assessed and 8 143 learners were declared competent).",97% of learners assessed and declared competent,"99,95% (2 180 learners were assessed and 2 179 learners were declared competent).",97% of learners assessed and declared competent,-,"99,94% (A total number of 26 496 learners were assessed and 26 481 learners were declared competent).","Target achieved. 

Trainers devoted special attention to learners with learning difficulties, including additional lessons after hours and on weekends.

Mandatory study methods were implemented to assist learners with their study skills.
",Not applicable,"99,94% (A
total number
of 26 496
learners were
assessed and
26 481 learners
were declared
competent).","Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of learners assessed and declared competent upon completion of specified training in prioritised training areas: Crime prevention,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",97% of learners assessed and declared competent,"99,86% (4 222 learners were assessed and 4 216 learners were declared competent).",97% of learners assessed and declared competent,"99,72% (1 765 learners were assessed and 1 770 learners were declared competent).",97% of learners assessed and declared competent,"99,86% (6 965 learners were assessed and 6 955 learners were declared competent).",97% of learners assessed and declared competent,100% (All 6 801 learners assessed were declared competent).,97% of learners assessed and declared competent,-,"99,98% (A total number of 29 990 learners were assessed and 29 983 learners were declared competent).","Target achieved. 

Trainers devoted special attention to learners with learning difficulties, including additional lessons after hours and on weekends.

Mandatory study methods were implemented to assist learners with their study skills. 
",Not applicable,"99,98% (A
total number
of 29 990
learners were
assessed and
29 983 learners
were declared
competent).","Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,262
Police,South African Police Service,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of learners assessed and declared competent upon completion of specified training in prioritised training areas: Gender-based violence and crimes against vulnerable groups,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",97% of learners assessed and declared competent,"99,97% (6 790 learners were assessed and 6 788 learners were declared competent).",97% of learners assessed and declared competent,"99,84% (3 046 learners were assessed and 3 041 learners were declared competent).",97% of learners assessed and declared competent,100% (All 9 216 learners that were assessed were declared competent).,97% of learners assessed and declared competent,"99,97% (3 384 learners were assessed and 3 383 learners were declared competent).",97% of learners assessed and declared competent,-,"99,98% (A total number of 37 727 learners were assessed and 37 719 learners were declared competent).","Target achieved. 

Trainers devoted special attention to learners with learning difficulties, including additional lessons after hours and on weekends.

Mandatory study methods were implemented to assist learners with their study skills.
",Not applicable,"99,98% (A total
number of 37 727
learners were
assessed and
37 719 learners
were declared
competent).","Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,"Trainers went above and beyond to prepare learners for assessments, devoting special attention to those with learning difficulties.
Learners teach each other after hours (peer teaching).
Monitoring the time spent studying.",Not applicable,262
